title,publish_date,content
Dirjen EBTKE: Campuran Etanol di Bensin Sudah Ada di Pertamax Green 95,"Senin, 06 Okt 2025 13:15 WIB","Kementerian Energi dan Sumber Daya Mineral (ESDM) mengungkapkan kandungan etanol dalam produk Bahan Bakar Minyak (BBM) telah diterapkan pada produk Pertamax Green 95. Campuran etanol dalam bensin bukan hal baru.

Direktur Jenderal Energi Baru Terbarukan dan Konservasi Energi (EBTKE) Kementerian ESDM Eniya Listiani Dewi mengatakan penggunaan etanol menjadi bagian dari upaya pemerintah dalam mengurangi emisi karbon sekaligus menekan ketergantungan impor bahan bakar fosil.

""Saat ini Pertamina sudah mulai menjual E5. Jadi 5% campuran etanol di dalam bensin itu sudah ada di Pertamax Green 95. Ini kita semua di Kementerian ESDM sudah pakai Green 95. Jadi, bapak ibu sekalian kalau mau kendaraannya bensin tolong dicampur dengan etanol,"" katanya dalam acara Indonesia Energy Transition Dialogue di Jakarta, Senin (6/10/2025).


    SCROLL TO CONTINUE WITH CONTENT
  

Eniya menambahkan, berdasarkan data yang pernah ia lihat, penggunaan bensin dengan campuran etanol atau Pertamax Green tersebut sudah meningkat, berbeda dibandingkan beberapa waktu lalu. Saat ini sudah ada 104 SPBU Pertamina yang menjual Pertamax Green.

""Sekarang rada naik kok. Nanti coba di data BPH Migas ya, karena pemakaian. Itu kalau saya melihat rada naik,"" katanya.

Lebih lanjut, Eniya menegaskan bahwa penerapan etanol di BBM bukan hanya dilakukan Indonesia, tetapi juga telah menjadi standar umum di berbagai negara.

""Negara lain udah banyak. Di petanya itu Amerika sudah E20, Brasil sudah fleksi ya, tapi kebijakan dia kalau nggak salah E35 sama E100, di tengahnya terserah, baseline-nya E35. Terus kayak Thailand E20, India juga E20, terus yang Eropa-Eropa sudah E10 semua itu. Terus saya agak nggak hafal tapi ada list-nya banyak banget,"" katanya.

Simak juga Video Tanggapan Bahlil Digugat Imbas BBM Swasta Langka"
"Kandungan Etanol 3,5% di Base Fuel Tak Langgar Aturan","Senin, 06 Okt 2025 10:15 WIB","Isu batalnya pembelian base fuel impor Pertamina oleh sejumlah SPBU swasta seperti Shell, Vivo, dan BP-AKR sempat menjadi sorotan publik.

Di balik perbedaan pandangan itu, Anggota Komisi VI DPR RI Firnando Hadityo Ganinduto menegaskan langkah Pertamina sudah sesuai regulasi dan mendukung agenda transisi energi nasional.Firnando menjelaskan, kandungan etanol sebesar 3,5% dalam base fuel Pertamina masih jauh di bawah ambang batas 20% yang ditetapkan pemerintah. Menurutnya, tambahan etanol tersebut justru menunjukkan komitmen Pertamina terhadap dekarbonisasi dan keberlanjutan energi.

""Pertamina sudah berada pada jalur yang benar. Kandungan etanol 3,5% tidak melanggar aturan, bahkan sejalan dengan target pengurangan emisi karbon. Ini bukti bahwa BUMN energi kita tidak hanya fokus pada pasokan, tetapi juga pada keberlanjutan,"" ujarnya di Jakarta, Senin (6/10/2025).


    SCROLL TO CONTINUE WITH CONTENT
  

Ia menilai, perbedaan pandangan dengan SPBU swasta lebih bersifat teknis terkait spesifikasi bahan bakar, bukan soal kualitas. Pertamina, kata Firnando, telah menyediakan base fuel dengan mutu tinggi yang dapat disesuaikan untuk pencampuran sesuai kebutuhan masing-masing merek.""Kalau definisi base fuel dipertegas bersama, saya yakin kerja sama bisa berjalan lancar dan harmonis. Pertamina sudah membuktikan komitmen menjaga mutu sekaligus fleksibilitas,"" katanya.

Firnando juga memastikan ketahanan energi nasional tetap terjaga di tengah polemik tersebut. Dengan stok BBM nasional berkisar 18-21 hari, pasokan untuk masyarakat dinilai aman.

""Pertamina tetap mampu menjaga stabilitas pasokan, meskipun ada dinamika dalam pembelian oleh swasta. Ini bukti nyata ketangguhan Pertamina dalam mengamankan energi untuk masyarakat,"" tegasnya.

Lebih lanjut, ia menyebut kebijakan pemerintah melalui Kementerian ESDM yang memperbolehkan pencampuran etanol hingga 20% merupakan langkah strategis dan memberi kepastian bagi industri.

""Kebijakan ini mempercepat transisi energi nasional sekaligus memperkuat fondasi keberlanjutan sektor energi kita,"" pungkasnya.

Simak juga Video Tanggapan Bahlil Digugat Imbas BBM Swasta Langka"
Pertamina Tegaskan Penggunaan Etanol dalam BBM Guna Tekan Emisi Karbon,"Jumat, 03 Okt 2025 20:21 WIB","Pertamina Patra Niaga menegaskan penggunaan etanol dalam Bahan Bakar Minyak (BBM) merupakan best practice yang telah diterapkan secara internasional. Langkah ini sejalan dengan upaya global untuk menekan emisi karbon, meningkatkan kualitas udara, sekaligus mendukung transisi energi yang berkelanjutan.

Etanol sendiri berasal dari tumbuhan seperti tebu atau jagung, sehingga lebih ramah lingkungan dibandingkan bahan bakar fosil murni. Dengan mencampurkan etanol ke dalam BBM, emisi gas buang kendaraan bisa berkurang, sehingga kualitas udara menjadi lebih baik.

Pj. Corporate Secretary Pertamina Patra Niaga Roberth MV Dumatubun menjelaskan penggunaan etanol dalam BBM bukan hal baru, melainkan praktik yang sudah mapan secara global.


    SCROLL TO CONTINUE WITH CONTENT
  

""Implementasi ini terbukti berhasil mengurangi emisi gas buang, menekan ketergantungan pada bahan bakar fosil murni, serta mendukung peningkatan perekonomian masyarakat lokal melalui pemanfaatan bahan baku pertanian,"" ujar Roberth dalam keterangannya, Jumat (3/10/2025).

Penggunaan etanol dalam BBM terbukti menjadi standar di banyak negara. Amerika Serikat melalui program Renewable Fuel Standard (RFS), telah mewajibkan pencampuran etanol ke dalam bensin dengan kadar umum E10 (10% etanol) dan E85 untuk kendaraan fleksibel.

Selain itu, Brasil menjadi pelopor penggunaan etanol berbasis tebu, dengan implementasi skala nasional hingga mencapai campuran E27 (27% etanol) pada bensin. Hal ini membuat Brasil dikenal sebagai salah satu negara dengan kendaraan berbahan bakar etanol terbesar di dunia, dan masyarakatnya sudah terbiasa mengisi BBM dengan etanol sejak puluhan tahun lalu.

Uni Eropa juga mengadopsi campuran etanol dalam BBM melalui kebijakan Renewable Energy Directive (RED II), dengan target bauran energi terbarukan di sektor transportasi. Campuran E10 kini telah menjadi standar di banyak negara Eropa seperti Prancis, Jerman, dan Inggris, untuk mengurangi polusi udara.

Asia pun mulai mengadopsi kebijakan serupa. India mendorong program etanol blending hingga 20% (E20) pada 2030 sebagai bagian dari roadmap menuju transportasi rendah karbon serta mendukung petani tebu.

Pertamina berkomitmen untuk terus mendukung kebijakan pemerintah dalam menurunkan emisi karbon sesuai target Net Zero Emission 2060. Pertamina tidak hanya mengikuti tren global, tetapi juga memperkuat posisi negara Indonesia dalam peta energi berkelanjutan dunia.

Kehadiran BBM dengan campuran etanol ini menjadi bukti nyata bahwa Indonesia siap mengikuti praktik terbaik internasional demi masa depan yang lebih hijau dan berkelanjutan."
Dirjen ESDM Ungkap Shell di AS Pakai BBM Campur Etanol,"Jumat, 03 Okt 2025 15:27 WIB","Kementerian Energi dan Sumber Daya Mineral (ESDM) mengatakan penggunaan etanol dalam produk Bahan Bakar Minyak (BBM) telah diterapkan di banyak negara. Sejumlah negara yang menggunakan kandungan etanol untuk campuran bensin di antaranya Amerika Serikat (AS) dan Brasil.

Direktur Jenderal Minyak dan Gas Bumi (Migas) Kementerian ESDM Laode Sulaiman mengatakan penggunaan etanol dalam produk BBM juga tidak mengganggu performa BBM. Menurutnya, penggunaan etanol malah membuat performa BBM tersebut bagus.

""Negara-negara yang punya industri hulunya etanol besar kaya Brasil gitu mereka sudah pakai. E-nya itu sudah di atas 20%. Jadi, nggak ada masalah sih sebenarnya,"" katanya di Kementerian ESDM, Jakarta Pusat, Jumat (3/10/2025).


    SCROLL TO CONTINUE WITH CONTENT
  

Laode menyebutkan Shell di Negeri Paman Sam juga menggunakan etanol pada BBM jenis bensin.

""Kalau di Amerika aja Shell juga udah pake etanol. Di Amerika sendiri mereka bensinnya pake etanol. Saya bisa kasih lihat bukti-bukti itu,"" kata Laode.

Berdasarkan keterangan resmi Pertamina Patra Niaga, Roberth MV Dumatubun Pj. Corporate Secretary Pertamina Patra Niaga mengatakan penggunaan etanol dalam Bahan Bakar Minyak (BBM) merupakan best practice yang telah diterapkan secara internasional. Langkah ini sejalan dengan upaya global untuk menekan emisi karbon, meningkatkan kualitas udara, sekaligus mendukung transisi energi yang berkelanjutan.

Penggunaan etanol dalam BBM terbukti menjadi standar di banyak negara, di antaranya Amerika Serikat (AS) melalui program Renewable Fuel Standard (RFS), telah mewajibkan pencampuran etanol ke dalam bensin dengan kadar umum E10 (10% etanol) dan E85 untuk kendaraan fleksibel.

Brasil menjadi pelopor penggunaan etanol berbasis tebu, dengan implementasi skala nasional hingga mencapai campuran E27 (27% etanol) pada bensin, sehingga membuat Brasil dikenal sebagai salah satu negara dengan kendaraan berbahan bakar etanol terbesar di dunia, dan masyarakatnya sudah terbiasa mengisi BBM dengan etanol sejak puluhan tahun lalu.

Uni Eropa juga mengadopsi campuran etanol dalam BBM melalui kebijakan Renewable Energy Directive (RED II), dengan target bauran energi terbarukan di sektor transportasi.Campuran E10 kini telah menjadi standar di banyak negara Eropa seperti Prancis, Jerman, dan Inggris, sebagai standar untuk mengurangi polusi udara.

Asia mulai mengadopsi kebijakan serupa, dengan India mendorong program etanol blending hingga 20% (E20) pada 2030 sebagai bagian dari roadmap menuju transportasi rendah karbon serta mendukung petani tebu.

""Penggunaan etanol dalam BBM bukan hal baru, melainkan praktik yang sudah mapan secara global. Implementasi ini terbukti berhasil mengurangi emisi gas buang, menekan ketergantungan pada bahan bakar fosil murni, serta mendukung peningkatan perekonomian masyarakat lokal melalui pemanfaatan bahan baku pertanian,"" ujarnya."
"SPBU Swasta Batal Beli BBM Pertamina karena Etanol, Begini Respons ESDM","Jumat, 03 Okt 2025 13:57 WIB","Kementerian Energi dan Sumber Daya Mineral (ESDM) menanggapi batalnya pembelian base fuel atau Bahan Bakar Minyak (BBM) murni oleh badan usaha swasta dari Pertamina karena kandungan etanol.

Direktur Jenderal Minyak dan Gas Bumi (Migas) Kementerian ESDM Laode Sulaeman menjelaskan bahwa spesifikasi BBM di Indonesia diatur berdasarkan Research Octane Number (RON), bukan pada kadar etanol tertentu.

""Jadi begini, kalau di dalam spesifikasi kan yang kita atur RON-nya. Jadi, kita nggak ada menulis etanol berapa. Kenapa? Karena kita kan ini bensin, bukan biogasoline ya yang kita bikin, tapi gasoline, sehingga kita RON. Jadi, kalau ada tambahan yang masih dalam range yang kecil itu nggak melewati speknya masih dalam range,"" katanya di Kementerian ESDM, Jakarta Pusat, Jumat (3/10/2025).


    SCROLL TO CONTINUE WITH CONTENT
  

Laode menjelaskan selama kandungan etanol tidak membuat oktan turun atau keluar dari standar yang ditetapkan, maka BBM itu masih dianggap sesuai spesifikasi. Ia mengatakan penggunaan etanol dalam BBM merupakan best practice yang telah diterapkan secara internasional.

""Negara-negara yang punya industri hulunya etanol besar kaya Brasil gitu mereka sudah pakai. E-nya itu sudah di atas 20%. Jadi, nggak ada masalah sih sebenarnya,"" katanya.

Hanya saja, Laode mengatakan bahwa dalam pembelian base fuel dari Pertamina dan SPBU swasta tidak terjadi karena perbedaan keinginan. Ia mengibaratkan seperti orang yang memesan pisang goreng, namun dalam pembuatan pisang goreng tersebut ada dua cara.

""Cara bikin pisang goreng itu bikin enak itu ada dua. Yang pertama cara gorengnya, gimana direndam dulu, terus dicuci dan lain-lain lalu digoreng, tpi ada lagi cara satunya, setelah digoreng tambahin butiran garam sedikit biar lebih enak. Butiran garamnya ini etanol. Jadi, sama-sama enak,alah lebih enak, tapi yang tadi bilang saya pesannya pisang goreng nggak ada butiran-butiran garam. Gitu lah kurang lebih, kalau enaknya sama,"" katanya.

""Masalah kesepakatan, yang satunya megang bahwa harus tidak ada etanolnya, yang satunya ada sedikit kok hanya untuk bikin BBM-nya itu penguat lah namanya,"" tambahnya.

Sebelumnya, Wakil Direktur Utama Pertamina Patra Niaga Achmad Muchtasyar menjelaskan pasokan base fuel atau Bahan Bakar Minyak (BBM) yang diimpor oleh Pertamina hingga Rabu (1/10/2025) belum dibeli oleh Badan Usaha (BU) swasta penyalur BBM. Baik dari Shell, APR (join venture BP-AKR) maupun dari Vivo.

Achmad mengatakan sebelumnya APR dan VIVO sepakat untuk membeli BBM murni dari Pertamina. Hanya saja selang beberapa waktu, VIVO dan BP-AKR membatalkan membeli BBM Pertamina.

Achmad menyampaikan bahwa alasan kedua SPBU swasta tersebut membatalkan pembelian BBM karena base fuel Pertamina diketahui mengandung etanol sebesar 3,5%. Hal ini tidak sesuai dengan kriteria mereka.

Padahal, kata Achmad, menurut regulasi, kandungan etanol dalam BBM diperbolehkan hingga batas 20%.

""Isu yang disampaikan kepada rekan-rekan SPBU ini, adalah mengenai konten. Kontennya itu ada kandungan etanol. Nah, dimana secara regulasi itu diperkenankan, etanol itu sampai jumlah tertentu kalau tidak salah sampai 20% etanol, kalau tidak salah. Sedangkan ada etanol 3,5%,"" katanya saat Rapat Dengar Pendapat dengan Komisi XII DPR RI, Rabu (1/10/2025).

""Nah ini yang membuat kondisi teman-teman SPBU swasta untuk tidak melanjutkan pembelian karena ada konten etanol tersebut. Dimana konten itu sebetulnya masih masuk ambang yang diperkenankan oleh pemerintah,"" tambahnya.

Simak juga Video: Bahlil Sebut SPBU Swasta Setuju Beli BBM Pertamina Asal Belum Dicampur"
ESDM Panggil Pengelola SPBU Swasta dan Pertamina Hari Ini,"Jumat, 03 Okt 2025 13:42 WIB","Kementerian Energi dan Sumber Daya Mineral (ESDM) kembali memanggil badan usaha swasta penyalur Bahan Bakar Minyak (BBM) dan Pertamina yang hari ini di Kantor Direktorat Jenderal Minyak dan Gas Bumi (Migas), Jakarta Selatan pada pukul 15.30 WIB.

Direktur Jenderal Migas Kementerian ESDM, Laode Sulaeman menjelaskan pemanggilan ini dilakukan untuk mencari solusi atas kekosongan BBM yang terjadi di SPBU swasta dalam beberapa waktu belakangan ini.

""Iya, kita kan targetnya kemarin negosiasi itu biar bisa terimplementasi,"" katanya di Kantor Kementerian ESDM, Jakarta Pusat, Jumat (3/10/2025).


    SCROLL TO CONTINUE WITH CONTENT
  

Meski begitu, Laode belum dapat memastikan apakah dalam pertemuan nanti tercipta kesepakatan terkait pembelian base fuel dari Pertamina oleh badan usaha swasta. Ia berharap negoisasi yang selama ini berlangsung dapat segera tercapai kesepakatan dalam rapat nanti sore, sehingga masyarakat dapat membeli BBM di SPBU swasta.

""Jadi mungkin kita tunggu aja nanti sore ya Info yang lebih pasti lagi mengenai kesepakatan yang ada,"" katanya.

Sebelumnya, Wakil Direktur Utama Pertamina Patra Niaga Achmad Muchtasyar menjelaskan pasokan base fuel atau Bahan Bakar Minyak (BBM) yang diimpor oleh Pertamina hingga Rabu (1/10/2025) belum dibeli oleh Badan Usaha (BU) swasta penyalur BBM. Baik dari Shell, APR (join venture BP-AKR) maupun dari Vivo.

Achmad mengatakan sebelumnya APR dan VIVO sepakat untuk membeli BBM murni dari Pertamina. Hanya saja selang beberapa waktu, VIVO dan BP-AKR membatalkan membeli BBM Pertamina.

Achmad menyampaikan bahwa alasan kedua SPBU swasta tersebut membatalkan pembelian BBM karena base fuel Pertamina diketahui mengandung etanol sebesar 3,5%, tidak sesuai dengan kriteria mereka. Padahal kata Achmad, menurut regulasi, kandungan etanol dalam BBM diperbolehkan hingga batas 20%.

""Isu yang disampaikan kepada rekan-rekan SPBU ini, adalah mengenai konten. Kontennya itu ada kandungan etanol. Nah, dimana secara regulasi itu diperkenankan, etanol itu sampai jumlah tertentu kalau tidak salah sampai 20% etanol, kalau tidak salah. Sedangkan ada etanol 3,5%,"" katanya saat Rapat Dengar Pendapat dengan Komisi XII DPR RI, Rabu (1/10/2025).

""Nah ini yang membuat kondisi teman-teman SPBU swasta untuk tidak melanjutkan pembelian karena ada konten etanol tersebut. Dimana konten itu sebetulnya masih masuk ambang yang diperkenankan oleh pemerintah,"" tambahnya.

Simak juga Video Tanggapan Bahlil Digugat Imbas BBM Swasta Langka"
"SPBU Swasta Batal Beli BBM, Pertamina Buka Suara","Jumat, 03 Okt 2025 11:57 WIB","Badan Usaha (BU) swasta, APR (joint venture BP-AKR) dan VIVO batal membeli BBM dari Pertamina. Padahal, kedua perusahaan tersebut sebelumnya sudah sepakat membeli BBM murni dari Pertamina.

Direktur Transformasi dan Keberlanjutan Bisnis Pertamina, Agung Wicaksono, tak berbicara banyak saat dimintai komentar. Menurutnya, pembelian BBM oleh SPBU swasta dari Pertamina merupakan domain kebijakan pemerintah.

""Itu domain kebijakannya pemerintah,"" ujarnya saat ditemui di JW Marriott, Jakarta, Jumat (3/10/2025).


    SCROLL TO CONTINUE WITH CONTENT
  

Saat dikonfirmasi perkembangan negosiasi business to business yang dilakukan Pertamina dan SPBU swasta, Agung memberi jawaban sama. Ia menyebut hal itu merupakan kebijakan pemerintah.

""Tapi kan sebagai kebijakan pemerintah itu,"" ujar Agung.

Sebagai informasi, pasokan base fuel atau BBM yang diimpor oleh Pertamina belum dibeli Badan Usaha (BU) swasta, baik dari Shell, APR maupun dari Vivo. Dua badan usaha bahkan membatalkan pembelian tersebut.

Wakil Direktur Utama Pertamina Patra Niaga, Achmad Muchtasyar menyampaikan bahwa alasan kedua SPBU swasta tersebut membatalkan pembelian BBM karena base fuel Pertamina diketahui mengandung etanol 3,5%. Hal ini tidak sesuai dengan kriteria mereka.

Sementara itu, Menteri Energi dan Sumber Daya Mineral (ESDM) Bahlil mengatakan pemerintah hanya menjadi penyambung bagi Pertamina dan badan usaha swasta penyalur BBM dalam memenuhi kebutuhan. Sementara proses selanjutnya diserahkan kepada sementara urusan bisnis murni diatur oleh masing-masing pihak.

Ia mengatakan, saat ini proses business-to-business (B2B) antara Pertamina dan badan usaha swasta penyalur BBM masih berlangsung.

""B2B-nya lagi dikomunikasikan. Saya kan udah katakan bahwa B2B-nya itu kolaborasi antara swasta dengan swasta. Ya, masih berjalan,"" katanya di BPH Migas, Jakarta Selatan, Kamis (2/10/2025).

Simak juga Video Tanggapan Bahlil Digugat Imbas BBM Swasta Langka"
451.000 Ha Kawasan Hutan Dilepas buat Proyek Food Estate di Papua Selatan,"Jumat, 03 Okt 2025 11:01 WIB","Pemerintah berencana akan membangun Proyek Kawasan Swasembada Pangan, Energi, dan Air di Wanam, Merauke, Papua Selatan. Untuk menjalankan proyek lumbung pangan atau food estate ini, diperkirakan akan ada sebanyak 451.000 hektare (ha) lahan kawasan hutan yang dilepas statusnya.

Adapun pembangunan food estate ini masuk ke dalam jajaran Proyek Strategis Nasional (PSN) dan tertuang dalam Keputusan Presiden Nomor 19 Tahun 2025 serta Instruksi Presiden Nomor 14 Tahun 2025. Proyek food estate ini dilaksanakan dalam rangka mendukung program swasembada pangan.

Menteri Agraria dan Tata Ruang/Kepala Badan Pertanahan Nasional (ATR/BPN) Nusron Wahid mengatakan, pihaknya mendukung swasembada pangan dengan memastikan tanah hasil pelepasan kawasan hutan betul-betul sesuai pengukurannya.


    SCROLL TO CONTINUE WITH CONTENT
  

""Berdasarkan surat Pak Menteri Kehutanan, (kawasan hutan) yang dilepas itu sekitar 451.000 hektare. (Kemudian dilakukan pengukuran) karena ini masalah presisi sehingga tidak menimbulkan masalah di kemudian hari,"" kata Nusron di Kantor Kemenko Bidang Pangan, dikutip dari keterangan tertulis, Jumat (3/9/2025).

Nusron menjelaskan, dari total 451.000 hektare tanah tersebut digunakan untuk berbagai peruntukan. Untuk di Wanam, Papua Selatan sendiri, terdapat 266.000 hektare.

""Namun, yang kita setujui adalah 263.984 hektare karena ada unsur sungai dan rawa,"" lanjutnya.

Sementara itu, Menteri Koordinator Bidang Pangan, Zulkifli Hasan, mengatakan pemerintah terus memperkuat tata kelola kawasan swasembada pangan dengan memastikan setiap langkah yang dijalankan memprioritaskan keamanan aspek lingkungan.

""Mulai dari penataan tata ruang, itu memang banyak pekerjaannya, pengaturan Hak Guna Usaha, hingga kelengkapan administrasi lainnya agar ini berkelanjutan. Semua disiapkan agar kawasan ini berdiri di atas langkah-langkah yang berprinsip pada pemberdayaan, kearifan, dan keberlanjutan,"" ujar pria yang akrab disapa Zulhas itu.

Ia berharap, kawasan Wanam dapat menjadi penopang kemandirian bidang pangan karena tidak hanya akan menghasilkan komoditas pangan utama saja.

""Tidak hanya beras, nanti di sini juga akan ada untuk etanol. Etanol itu dihasilkan dari tebu dan singkong. Kemudian, juga B-50 itu dihasilkan dari sawit,"" ujarnya.

Simak juga Video: Jadi Wamentan, Sudaryono Bicara Kelanjutan Food Estate-Pompanisasi"
"Vivo & BP Batal Beli BBM dari Pertamina, Begini Respons Bahlil","Kamis, 02 Okt 2025 17:15 WIB","Menteri Energi dan Sumber Daya Mineral (ESDM) Bahlil Lahadalia buka suara terkait batalnya pembelian base fuel atau Bahan Bakar Minyak (BBM) dari Pertamina oleh PT Vivo Energy Indonesia (Vivo) dan APR (joint venture BP-AKR).

Bahlil mengatakan pemerintah hanya menjadi penyambung bagi Pertamina dan badan usaha swasta penyalur BBM dalam memenuhi kebutuhan. Sementara proses selanjutnya diserahkan kepada sementara urusan bisnis murni diatur oleh masing-masing pihak.

Ia mengatakan, saat ini proses business-to-business (B2B) antara Pertamina dan badan usaha swasta penyalur BBM masih berlangsung.


    SCROLL TO CONTINUE WITH CONTENT
  

""B2B-nya lagi dikomunikasikan. Saya kan udah katakan bahwa B2B-nya itu kolaborasi antara swasta dengan swasta. Ya, masih berjalan,"" katanya di BPH Migas, Jakarta Selatan, Kamis (2/10/2025).

Hingga hari ini, Shell Indonesia juga mengatakan masih membahas business-to-business (B2B) dengan Pertamina terkait pasokan impor base fuel. Hal ini dilakukan untuk agar BBM kembali tersedia di jaringan Stasiun Pengisian Bahan Bakar Umum (SPBU) Shell.

President Director & Managing Director Mobility, Shell Indonesia Ingrid Siburian mengatakan pihaknya terus berkoordinasi dengan pemerintah terkait dan pemangku kepentingan lainnya untuk mempercepat ketersediaan BBM sesuai standar keselamatan operasional dan standar bahan bakar berkualitas tinggi Shell secara global.

""Pembahasan business-to-business (B2B) terkait pasokan impor base fuel sedang berlangsung,"" katanya kepada detikcom, Kamis (2/10/2025).

Sebelumnya, Wakil Direktur Utama Pertamina Patra Niaga, Achmad Muchtasyar menjelaskan pasokan base fuel atau BBM yang diimpor oleh Pertamina belum dibeli Badan Usaha (BU) swasta, baik dari Shell, APR (join venture BP-AKR) maupun dari Vivo.

Achmad mengatakan, sebelumnya APR dan VIVO sepakat untuk membeli BBM murni dari Pertamina. Hanya saja selang beberapa waktu, VIVO dan BP-AKR membatalkan membeli BBM Pertamina.

Achmad menyampaikan bahwa alasan kedua SPBU swasta tersebut membatalkan pembelian BBM karena base fuel Pertamina diketahui mengandung etanol 3,5%. Hal ini tidak sesuai dengan kriteria mereka.

Padahal kata Achmad, menurut regulasi, kandungan etanol dalam BBM diperbolehkan hingga batas 20%.

""Isu yang disampaikan kepada rekan-rekan SPBU ini, adalah mengenai konten. Kontennya itu ada kandungan etanol. Nah, di mana secara regulasi itu diperkenankan, etanol itu sampai jumlah tertentu kalau tidak salah sampai 20% etanol, kalau tidak salah. Sedangkan ada etanol 3,5%,"" katanya saat Rapat Dengar Pendapat dengan Komisi XII DPR RI, Rabu (1/10/2025).

""Nah ini yang membuat kondisi teman-teman SPBU swasta untuk tidak melanjutkan pembelian karena ada konten etanol tersebut. Di mana konten itu sebetulnya masih masuk ambang yang diperkenankan oleh pemerintah,"" tambahnya.

Simak juga Video 'Tanggapan Bahlil Digugat Imbas BBM Swasta Langka':"
Penjelasan Pertamina soal Kandungan Etanol di BBM,"Kamis, 02 Okt 2025 16:08 WIB","Pertamina Patra Niaga merespons kandungan etanol dalam base fuel atau Bahan Bakar Minyak (BBM) murni yang diimpor untuk memenuhi kebutuhan BBM SPBU swasta.

Pj. Corporate Secretary Pertamina Patra Niaga Roberth MV Dumatubun menegaskan kandungan etanol dalam produk BBM merupakan praktik yang lazim di kalangan perusahaan migas dan berlaku secara internasional.

""Penggunaan BBM dengan campuran etanol hingga 10% telah menjadi best practice di banyak negara seperti di Amerika, Brasil, bahkan negara tetangga seperti Thailand, sebagai bagian dari upaya mendorong energi yang lebih ramah lingkungan sekaligus mendukung pengurangan emisi karbon,"" ujarnya dalam keterangan tertulis, Kamis (2/10/2025).


    SCROLL TO CONTINUE WITH CONTENT
  

Terkait kolaborasi dengan badan usaha swasta, Pertamina Patra Niaga juga menekankan pentingnya ruang negosiasi yang saling menghormati prosedur internal masing-masing pihak.

""Sinergi ini diharapkan dapat memperkuat sistem layanan energi nasional secara menyeluruh demi masyarakat,"" katanya.

Pertamina Patra Niaga memastikan bahwa layanan BBM tetap berjalan normal tanpa kendala di seluruh wilayah Indonesia. Selain itu, distribusi BBM tidak hanya berfokus di perkotaan, namun juga menyentuh wilayah pelosok dari Sabang hingga Merauke.

""Kami memastikan seluruh produk BBM yang disalurkan sesuai dengan spesifikasi resmi pemerintah serta mekanisme pengadaan yang berlaku,"" katanya.

Sebelumnya, Wakil Direktur Utama Pertamina Patra Niaga Achmad Muchtasyar menjelaskan pasokan base fuel atau Bahan Bakar Minyak (BBM) yang diimpor oleh Pertamina hingga saat ini, Rabu (1/10/2025) belum dibeli oleh Badan Usaha (BU) swasta penyalur BBM. Baik dari Shell, APR (join venture BP-AKR) maupun dari Vivo.

Achmad menyampaikan bahwa alasan kedua SPBU swasta tersebut membatalkan pembelian BBM karena base fuel Pertamina diketahui mengandung etanol sebesar 3,5%. Hal ini tidak sesuai dengan kriteria mereka.

Padahal, kata Achmad, berdasarkan regulasi, kandungan etanol dalam BBM diperbolehkan hingga batas 20%.

""Isu yang disampaikan kepada rekan-rekan SPBU ini, adalah mengenai konten. Kontennya itu ada kandungan etanol. Nah, dimana secara regulasi itu diperkenankan, etanol itu sampai jumlah tertentu kalau tidak salah sampai 20% etanol, kalau tidak salah. Sedangkan ada etanol 3,5%,"" katanya saat Rapat Dengar Pendapat dengan Komisi XII DPR RI, Rabu (1/10/2025).

""Nah ini yang membuat kondisi teman-teman SPBU swasta untuk tidak melanjutkan pembelian karena ada konten etanol tersebut. Dimana konten itu sebetulnya masih masuk ambang yang diperkenankan oleh pemerintah,"" tambahnya.

Simak juga Video 'VIVO dan BP Batal Beli BBM dari Pertamina':"
