"conversation_id_str","created_at","full_text","user_id_str"
"2004588703352795156","Fri Dec 26 16:22:44 +0000 2025","wey moots vote yg ga pencet vote niscaya peri tidur bernama bahlil akan mendatangi kalian malam ini didalam mimpi membawa tsunami etanol","1927597521573961728"
"2004581721312800962","Fri Dec 26 15:55:00 +0000 2025"," Etanol bukan cuma ramah lingkungan bisa juga berpengaruh pada konsumsi bahan bakar dan respons mesin. Yuk baca fakta &amp; mitos-nya di sini: https://t.co/NlunQUAaq3 #Etanol #GreenFuel #PerformaMesin #HematBBM #SustainableDriving","1496846304697528323"
"2004581721002361259","Fri Dec 26 15:55:00 +0000 2025","️ Sebelum kamu mencampur etanol ke bensin mobil baca dulu hasil penelitian ini. Bisa mempengaruhi tenaga torsi dan efisiensi BBM! https://t.co/NlunQUAaq3 #AutoTips #BBMEtanol #PerformaKendaraan #Bensin #Otomotif","1496846304697528323"
"2004566621273362799","Fri Dec 26 14:55:00 +0000 2025"," Mau mesin lebih bertenaga tanpa boros bensin? Pelajari bagaimana dosis etanol bisa berdampak besar terhadap performa dan efisiensi bahan bakar. ️ https://t.co/NlunQUAIfB","1496846304697528323"
"2004508546898292927","Fri Dec 26 14:06:38 +0000 2025","@anekchandesu Dukung kak met mnginjak kpl bhil etanol","446968758"
"2004554380734083522","Fri Dec 26 14:06:21 +0000 2025","Menteri ESDM Bahlil Pastikan Implementasi Etanol Berjalan Tahun 2027 https://t.co/4K5zOrvxrR","1632918924"
"2004551485846368560","Fri Dec 26 13:54:51 +0000 2025"," Apakah benar campuran etanol dapat meningkatkan performa mesin sekaligus menghemat konsumsi BBM? Simak hasil uji &amp; analisis lengkapnya di artikel ini! https://t.co/NlunQUAIfB #Etanol #PerformaMesin #KonsumsiBBM #OtomotifIndonesia #EcoDriving","1496846304697528323"
"2004544868610122238","Fri Dec 26 13:29:24 +0000 2025","@SelenRose13 Visi Pak Prabowo untuk Papua sebagai pusat bioenergi nasional fokus pada produksi biofuel dari kelapa sawit tebu dan singkong untuk kurangi impor BBM dan capai kemandirian energi. Bandingkan dengan Brasil: Sukses dengan etanol tebu kurangi impor minyak hingga 30% sejak","1720665183188922368"
"2004544771612614692","Fri Dec 26 13:29:02 +0000 2025","@wdykusumaa_ Wah makasih ya udah tag! Roadmap Pak Prabowo buat Papua jadi pusat energi nasional fokus energi hijau: kembangkan solar mini-hydro geothermal &amp; bioenergi dari sawit (biodiesel) tebu-singkong (etanol). Target swasembada 5 tahun kurangi impor BBM hemat triliunan. Potensinya","1720665183188922368"
"2004544635314524296","Fri Dec 26 13:28:17 +0000 2025","@ndiaahfz Betul Indonesia lagi gencar garap potensi energi hijau di Papua. Pemerintah rencanain Papua jadi pusat bioenergi nasional fokus biodiesel dari kelapa sawit dan etanol. Targetnya renewable energy capai 23% di 2025 dengan investasi besar seperti JETP US$92 miliar sampai 2050","1720665183188922368"
"2004544431605563500","Fri Dec 26 13:27:43 +0000 2025","@asroofijgt_ Bener banget upaya pemerintah bikin Papua jadi pusat energi terbarukan lagi digencarkan buat mandiri energi. Fakta: Rencana fokus bioenergy dari kelapa sawit tebu singkong buat etanol &amp; biodiesel. Tujuannya kurangi impor BBM (Rp500T/tahun) stop impor diesel 2026 &amp; bensin","1720665183188922368"
"2004544144727777607","Fri Dec 26 13:26:38 +0000 2025","@lyoravin_ Bener banget rencana Prabowo buat Papua jadi pusat energi nasional fokus pada kemandirian melalui bioenergi (sawit untuk biodiesel tebu/singkong untuk etanol) dan EBT seperti surya hidro geothermal. Target: swasembada dalam 5 tahun hemat impor Rp520T/tahun. Tapi ada kritik","1720665183188922368"
"2004543909792206954","Fri Dec 26 13:25:31 +0000 2025","@crisscpy Rencana Presiden Prabowo jadikan Papua lumbung energi ramah lingkungan fokus pada bioenergi seperti biodiesel dari sawit &amp; etanol dari tebu. Dampak positif: kurangi impor BBM hemat triliunan rupiah ciptakan lapangan kerja dorong kemandirian energi. Tapi ada kekhawatiran:","1720665183188922368"
"2004542249057628237","Fri Dec 26 13:22:13 +0000 2025","@ngalamfess anda butuh someone to trip? kesepian? butuh guide dengan skill semacam paduka el kontol bahlil bin etanol? langsung dm raja iblis. harga sesuai kantong bos sawit bos bara.","1917943363246153728"
"2004519372157559016","Fri Dec 26 11:47:15 +0000 2025","Menteri ESDM Bahlil Sarankan Program Etanol Bisa Dijalankan Tahun 2027 https://t.co/5zDEyJmuaq","3811914674"
"2004518948247871562","Fri Dec 26 11:45:34 +0000 2025","Menteri ESDM Bahlil Sarankan Program Etanol Bisa Dijalankan Tahun 2027 https://t.co/goi6bw0csk","585858346"
"2002097265830437042","Fri Dec 26 11:42:57 +0000 2025","@ousdeby @ningasera macam orba je nak bakar² pake etanol? https://t.co/nhe4ngenDW","1448495509220462601"
"2004514135854194975","Fri Dec 26 11:32:45 +0000 2025","@ifuknowme__ @baseawf Hahahhaaa bersulang untuk etanol bahlil","1952535730301132800"
"2004144746378432839","Fri Dec 26 10:26:10 +0000 2025","@fallfalengel aku aja ga pernah dibilang ganteng sama jia kalah sama etanol https://t.co/3qH4nnXGEL","1793300507320291328"
"2004197895814500428","Fri Dec 26 10:07:41 +0000 2025","@AntoniusCDN Itu udh mabok etanol jir si bahlul makin' puki","1991502302126157824"
"2004161477624975450","Fri Dec 26 09:09:05 +0000 2025","@GitarisKW2 @e__simatupang @MuhammadTuhasan Bukan etanol tapi wipol karbol","1969786810319699968"
"2004472875668107399","Fri Dec 26 08:42:29 +0000 2025","jangan mati dlu jir lu gamau syukuran pas si etanol itu koid ap? jngn bundir jga nnti lu di neraka fix ktmu dia","1324665559691091968"
"2004447317550887409","Fri Dec 26 07:00:55 +0000 2025","BAHLIL LAHADALIA: INDONESIA SIAP WAJIBKAN BENSIN CAMPUR ETANOL! ERA BBM FOSIL SEGERA BERAKHIR? https://t.co/fHl9AnUMJw #partaigolkar #61TahunGolkar #golkarpedia #bahlillahadalia","721898354502930433"
"2004363330975359008","Fri Dec 26 06:13:22 +0000 2025","@WidasSatyo Udah gue bilang paling bener direndem pake etanol ni bocah biar kek bahlil sekalian biar kapok","1934268529605529600"
"2004221568239759379","Fri Dec 26 05:11:37 +0000 2025","@from__the__1989 dikejar bahlil etanol","1484884523855024135"
"2004404051606401037","Fri Dec 26 04:09:00 +0000 2025","Mau naikkan umur mesin &amp; hindari kerusakan akibat bensin bercampur etanol? Pastikan kendaraan kamu kompatibel dulu baca panduannya di sini: https://t.co/yIIgOurzKw #TipsMobil #E10 #Otomotif","1496846304697528323"
"2003730275046695399","Fri Dec 26 03:18:20 +0000 2025","@kimgaeulm @hunncha kalo gada ke bahlul aja mungkin dikasih etanol","1652992427538653187"
"2004197895814500428","Fri Dec 26 02:49:12 +0000 2025","@AntoniusCDN Kayanya cowok dengan pesona etanol ini masih kurang minta tambah di setrum","1330161090257358854"
"2004381882495160370","Fri Dec 26 02:40:55 +0000 2025","Kita setrum terus bakar pake etanol","1086992593827688449"
"2004188113401532642","Fri Dec 26 02:13:57 +0000 2025","@panzerbutut Ini manggilnya ci kak atau etanol ya enaknya?","1538658298043727872"
"2004188113401532642","Fri Dec 26 02:09:13 +0000 2025","@panzerbutut nama fanbasenya bahenol bahlil etanol","1485289953957654528"
"2003759397521305756","Fri Dec 26 01:23:11 +0000 2025","@narklee pake etanol kata bahlul","1652992427538653187"
"2000996953354903860","Fri Dec 26 01:12:29 +0000 2025","Mega alakazam tidak mengalami perubahan tipe. Oke sip. Etanol jadi type tanah. Dan meh Berbren si gardevoir keluar! #PokemonQuetzal https://t.co/XGZ7FYsTaJ","1722162872606932992"
"2004197895814500428","Fri Dec 26 01:09:46 +0000 2025","@AntoniusCDN bensin etanol udh skrng listrik lu mau naikin semoga azab dan do'a2 rakyat yg benci lu cepet di kabulin","1745655006811045888"
"2004358839366468015","Fri Dec 26 01:09:21 +0000 2025","100 hari pertama embrio gak berkembang karena dikasih asam sulfat. 100 hari ke dua janin teriak AMTECK AMTECK ASHENG! 100 hari ke tiga janin mulai nanem sawit. 700 hari kemudian janin mirip Bahlil Anjing karena dikasih etanol.","1804155340411539458"
"2004345580597006707","Fri Dec 26 00:16:40 +0000 2025","bacot lah bahlil mulut lu gue sumpel pake etanol","1464884803736457220"
"2004343337365758202","Fri Dec 26 00:07:45 +0000 2025","Punya mobil atau motor tahun 2000-an ke atas? ️ Bisa jadi aman banget untuk BBM campuran etanol E10. Yuk baca panduan lengkapnya: https://t.co/yIIgOurzKw #E10 #BensinEtanol #OtomotifIndonesia","1496846304697528323"
"2004046827121979661","Thu Dec 25 23:21:24 +0000 2025","@Junglesounds @AntoniusCDN Etanol biasanya dibuat dari fermentasi gula tanaman seperti tebu jagung atau singkong. Tapi ya bisa juga dari sawit terutama limbahnya seperti tandan kosong kelapa sawit (TKKS) yang kaya selulosa. Di Indonesia ini lagi dikembangkan sebagai bioetanol ramah lingkungan!","1720665183188922368"
"2004197895814500428","Thu Dec 25 23:07:53 +0000 2025","@AntoniusCDN otw bahlil mati habis minum etanol kestrum listrik","1985113278163685376"
"2004174078584734006","Thu Dec 25 18:48:31 +0000 2025","@tanyakanrl suruh fokus ngoplos etanol aja noh sama bahlil","1129654311238037504"
"2004211143473332586","Thu Dec 25 15:25:08 +0000 2025","@ohdaraa__ Siap kapten aku juga rela mencitaimu sebesar cinta bahlil ke etanol","1308906509913341953"
"2004161477624975450","Thu Dec 25 14:30:10 +0000 2025","@e__simatupang @MuhammadTuhasan otak diisi etanol gini nih jelas ruangan non smoking woyyy","1839138856995794944"
"2004186653728952678","Thu Dec 25 14:07:08 +0000 2025","@tanyarlfes Pake e yg kyk bunyi etanol terus yg e kedua e yg kyak ehmmm gitu paham kan","1599773987835289600"
"2003833529357259091","Thu Dec 25 11:40:11 +0000 2025","@indepenSumatera 'WISATAWAN' yang sebenaranya ya si @prabowo sendiri dan si manusia etanol https://t.co/rWZyQyZ2mU","1398739820348731395"
"2004013021816148075","Thu Dec 25 10:12:12 +0000 2025","@BRRxLINGHE Takut hanya kepada Allah daripada takut ke akar serabut berbau etanol wkwkw limapuluhhh","801076566478311424"
"2004088304493645999","Thu Dec 25 09:23:07 +0000 2025","@oscsilly bahlil only cried after he realize tangki bensin mobil dia karatan gara gara etanol","1611367898387468288"
"2004096786382848232","Thu Dec 25 07:48:45 +0000 2025","Atau bahenol bahlil x etanol","1870198886150877187"
"2004095265381527797","Thu Dec 25 07:42:00 +0000 2025"," Sebelum beralih ke BBM campuran etanol penting memahami perbedaan E5 E10 &amp; E20 dari sisi performa efisiensi &amp; keamanan mesin. Jangan salah pilih baca panduan lengkapnya: https://t.co/yMuKNg5MGa #BBMOtomotif #E5E10E20 #TipsBBM #Otomotif","1496846304697528323"
"1999085957820416432","Thu Dec 25 07:24:24 +0000 2025","@djfarezki @hrdbacot @innovacommunity Karena etanol kayanya","70292309"
"1999114444702622144","Tue Dec 30 17:48:27 +0000 2025","@innocently_sub bahenol bahlil joget etanol","1941349396555366402"
"2006054685053165900","Tue Dec 30 17:28:02 +0000 2025","jelek bgt pls bau etanol bau bahlul","1272854622839779328"
"2005958664784404816","Tue Dec 30 17:09:06 +0000 2025","@ryan_faidi04 @LambeResing Baru lap 5 udah soak soalnya dicampur etanol","3103273969"
"2005979650292605048","Tue Dec 30 15:48:32 +0000 2025","@iKithMartin taROT perasaaNku isinya ak mncintaimu spt prabrewOk mencintai sawit dn bahluliLOT mencintai etanol my bieFEff!! ‼️‼️","1522203121191112704"
"2005672112112242776","Tue Dec 30 15:39:01 +0000 2025","@azmnesahi Yah padahal mau menambahkan etanol ke day cream nya","1996209430086778880"
"2006018331573174675","Tue Dec 30 15:10:38 +0000 2025","@woojinmochi dd jgn minum etanol dulu","1984122791344603136"
"2005996851754054041","Tue Dec 30 14:15:59 +0000 2025","@madasbambi @eomsnupi selena ini kapal angst soalnya naura sering nangis krn b word suka ninggalin dia demi etanol :__[","1651271451432067072"
"2005900047305822599","Tue Dec 30 14:01:33 +0000 2025","@yaniarsim Bukannya ditolak emg kita udah siap? Mesin buat etanol itu beda sama mesin buat bensin","618655621"
"2005820785290551723","Tue Dec 30 12:45:09 +0000 2025","@jejaksidul @SosmedAnu dominan otak dengkul akan melihat etanol","1447508430642728962"
"2005448481771762012","Tue Dec 30 12:11:54 +0000 2025","@FirmanSentosa22 @Informnts @tanzela_ Coba dicek apakah etanol 100% aman untuk kendaraan bermotor?","3235224685"
"2005448481771762012","Tue Dec 30 12:10:28 +0000 2025","@Informnts Ya silahkan saja pakai etanol 100%. Pengen tahu cepat jebol atau tidak itu mesin motor/mobilnya","3235224685"
"2005938856789688385","Tue Dec 30 12:02:34 +0000 2025","@dkygs0o @penguinboys_ Wkwkwk kamu juga kecintaan sama etanol sama sawitholic 2 lagi","1343610849529761792"
"2005962146900066742","Tue Dec 30 11:25:07 +0000 2025","Pertanian jagung klo ga didorong ke manufaktur dia gak punya dampak luas selain cm buat ketahanan pangan. Tp klo berubah ke manufaktur dia bisa berubah jadi tepung minyak pakan ternak etanol. Ga cm jd jagung rebus.","1624313473512648705"
"2005516529237184611","Tue Dec 30 09:48:03 +0000 2025","@RagilSemar bahlil etanol bagian gulung kabel","1486221802510909440"
"2005448481771762012","Tue Dec 30 07:22:33 +0000 2025","@Informnts sebenernya mau 100% etanol aman2 aja cuman settingan motor standar pabrik harus dirubah.","1171254642069528576"
"2005448481771762012","Tue Dec 30 06:53:46 +0000 2025","@bpsmgt @Informnts Jangan lupa buat ganti kendaraan dan mesin2 yg mau minum etanol 100% ","1196024181999030272"
"2005249553151488107","Tue Dec 30 06:29:51 +0000 2025","@myshawti kebanyakan minum etanol","1486221802510909440"
"2005864022982181178","Tue Dec 30 04:50:24 +0000 2025","Tahukah kamu? #Etanol bukan cuma buat bahan bakar! Ada berbagai grade etanol yang disesuaikan dengan fungsinya. Kenali perbedaannya Yuk! #E10 #BBM #Pertalite #Pertamax #BanggaIndonesiaHijau #RenewableEnergy #EnergiNegeriku #SukseskanBioFuels https://t.co/jdgwO5Vngb","1352882201168240640"
"2005851804051935671","Tue Dec 30 04:22:01 +0000 2025","@Tomasa_00 pake minyak tanah kalau ga ada pake pertamina+ etanol mungkin bisa","1886754705600368640"
"2005647197090754905","Tue Dec 30 03:45:51 +0000 2025","@rock8tar ow yyyaaa gk jadi ak kirim etanol bahlil sELAMAT! BANGGA!","1522203121191112704"
"2005448481771762012","Tue Dec 30 02:19:37 +0000 2025","@PrakastiaY8170 @Informnts Benar boss anak teknik kimia pasti paham itu di jerami ada lignoselulosanya. lebih susah buat etanol dari jerami dari pada dari tebu. Kalo hanya penelitian aja sih bisa. Tapi kalo mau dibuat sekala industri tidak ekonomis.","1716319793173987328"
"2005475592582619162","Tue Dec 30 01:55:39 +0000 2025","@bestinformm Halah si goblin etanol ni apa kita culik aja ya","1815881945299181568"
"2005448481771762012","Tue Dec 30 01:14:12 +0000 2025","@oglex1 @1426Ben_H @Informnts Intinya apa bang? Apakah etanol dengan kadar lebih dari 10% direkomendasikan?","343883471"
"2005448481771762012","Mon Dec 29 23:08:35 +0000 2025","@1426Ben_H @Informnts padahal mah dari harga etanol segitu juga mulai ga masuk akal","777774752337309696"
"2005448481771762012","Mon Dec 29 22:18:31 +0000 2025","@wowokproq75352 @alfaromeov69 @Informnts Ya etanol 100% (E100) bisa merusak mesin kendaraan standar yang tidak dirancang untuknya karena bersifat korosif terhadap karet selang bahan bakar dan komponen logam menyebabkan kebocoran atau kerusakan jangka panjang. Namun pada mobil flex-fuel aman digunakan. Sumber:","1720665183188922368"
"2005448481771762012","Mon Dec 29 22:17:50 +0000 2025","@grok @alfaromeov69 @Informnts @grok apakah etanol 100% bisa merusak mesin","1947900480224694274"
"2005448481771762012","Mon Dec 29 22:11:01 +0000 2025","@jacksc_id @hendrap08017037 @Informnts Bukan masalah sawit lihat donk yg di gunakan BBM dari tumbuhan itu etanol nah etanol emang bisa menggantikan posisi BBM tapi tidak 100% etanol bisa mogok coba aja naik mobil atau bis tanjakan pakek bahan bakar etanol 100% nanti sensasi mendebarkan ","1947900480224694274"
"2005448481771762012","Mon Dec 29 22:08:30 +0000 2025","@dongo649261807 @Informnts Maslahah 100% etanol mau motor mobil full 100% etanol karena bobibos full jerami nah jerami ada etanol berani gk","1947900480224694274"
"2005448481771762012","Mon Dec 29 22:06:09 +0000 2025","@nandatonada @Informnts Tapi di komentar banyak pembenci pemerintah tapi tanpa seluk beluk bobibos beres GK di sini Twitter SDM rendah sama tik tod bacot benci gede saya suruh pakek etanol 100% tanpa campuran Shell Pertamina Vivo ","1947900480224694274"
"2005448481771762012","Mon Dec 29 22:03:46 +0000 2025","@kangmirdja @Informnts Silahkan Dengan 100% etanol coba kamu beli etanol 100% coba Ajja kalok berani jangan beli bensin di SPBU Pertamina Vivo Shell jangan bacot bukti sendiri ","1947900480224694274"
"2005448481771762012","Mon Dec 29 22:01:40 +0000 2025","@Naufalrazzaqu @PrakastiaY8170 @Informnts Justru itu masalah besar kemarin 10% etanol aja banyak mogok massal apalagi 100% etanol makin parah belum lagi etanol menyerap air ","1947900480224694274"
"2005448481771762012","Mon Dec 29 21:59:52 +0000 2025","@GuitarsCute @Informnts Emang warga Twitter SDM rendah dinkasih ilmunya bawah etanol 100% gk efisien ","1947900480224694274"
"2005448481771762012","Mon Dec 29 21:54:53 +0000 2025","@FirmanSentosa22 @Informnts @tanzela_ Bukan masalah merusak hutan gimana TOLOOLL mau kamu isi etanol 100% bobibos yg ada motor mu langsung ke bengkel ","1947900480224694274"
"2005448481771762012","Mon Dec 29 21:52:52 +0000 2025","@Pejuangmslim @iyonk1972 @Informnts Halah ini OTEN penjilat ludah Yahudi membenarkan yg salah Apalagi etanol bobibos 100% gila yg kemaren Bahlil tes ombak di Jawa Timur aja 10% etanol mogok massal itu marah marah orang Jawa timur termasuk Aku kenak apalagi 100% GK mogok lagi korosi njir ","1947900480224694274"
"2005448481771762012","Mon Dec 29 21:51:30 +0000 2025","@budivinola @Informnts @Bobibos_ @BobibosBBN @DediMulyadi71 Apalagi etanol bobibos 100% gila yg kemaren Bahlil tes ombak di Jawa Timur aja 10% etanol mogok massal itu marah marah orang Jawa timur termasuk Aku kenak apalagi 100% GK mogok lagi korosi njir ","1947900480224694274"
"2005448481771762012","Mon Dec 29 21:49:40 +0000 2025","@SIstiatuti @Informnts @desmodromici1 Duh bego banget GK tau konteks si bobibos produk 100% etanol waktu kemarin Jawa Timur mogok massal aja sih Bahlil tes ombak 10% etanol mogok massal blok apalagi bobibos 100% etanol jelas merusak mesin karena sifat etanol menyerap air bisa demo besar-besaran lagi ","1947900480224694274"
"2005448481771762012","Mon Dec 29 21:46:56 +0000 2025","@JasondNanana @ade_rifai281010 @Informnts gila produk makin mahal dan belum lagi soal etanol nyarap air akhirnya merusak komponen dalam mesin di Jawa Timur kemarin aja di kasih etanol 10% kaya Bahlil tes ombak lah seluruh Jawa Timur mogok massal bayangkan 10% etanol apa kabar 100% bobibos ","1947900480224694274"
"2005448481771762012","Mon Dec 29 21:45:46 +0000 2025","@JasondNanana @ade_rifai281010 @Informnts Bener 1 kg jerami menghasilkan etanol 0.4 liter dan energi lebih lemah daripada BBM kaya si admin buat ini bego jelas jelas jarak tempuhnya bukan jauh makin pendek Contoh pertalite 1 liter 30 km Bobibos full etanol 1 liter setengah 15 km ","1947900480224694274"
"2005448481771762012","Mon Dec 29 16:44:20 +0000 2025","@MagnaSatria @Informnts Aman dari mane lu kasih motor lu 100% bio etanol gw lebih mending pake etanol yang ada di swasta minyak mentah Pertamina aja kandungannya di bawah 5%","1704334670555709440"
"2005448481771762012","Mon Dec 29 16:15:22 +0000 2025","@1426Ben_H @Informnts Jujur etanol di bensin bikin mesin makin panas sama kering krng cocok dipake kontinyu apalagi mesin tua yg seal2nya mulai getas oli bs nguap lebih cepet apalagi merek yamahmud yassalam dah.","3069832040"
"2005657702819922330","Mon Dec 29 15:40:01 +0000 2025","@AdaptasiBaru Kenapaa lagii etanol?? Wkwkw","1465508358094409737"
"2005646682579677419","Mon Dec 29 14:31:08 +0000 2025","diwilayahku juga kalau untuk bensin pertamax masuknya 3 hari sekali. yang ada tiap hari tuh pertalite harga normal tapi ga rekom deh cepet banget pembakarannya pasti ada bahlil etanol di dalamnya mendingan beli pertamax deh guis jujur pertalite tuh boros bgt. beda 2-3K gpp","1883767171895197696"
"2005622207960252832","Mon Dec 29 12:51:21 +0000 2025","@keonsyiL maaf bahlil hanya mencintai etanol","1651271451432067072"
"2005475592582619162","Mon Dec 29 12:07:16 +0000 2025","@bestinformm Kepala daerah di pilih rakyat aja seenaknya ini gk di pilih rakyat apa gk tambah seenaknya?? Ya Allah kapan bahlil kesedak etanol sampe byebye dari dunia?? Kita semua nungguin soalnya","1075989101310967810"
"2005502572791226789","Mon Dec 29 11:20:16 +0000 2025","@panditfootball ini semua gara2 bensin campur etanol...huh","3016172168"
"2005448481771762012","Mon Dec 29 09:57:10 +0000 2025","@Naufalrazzaqu @PrakastiaY8170 @Informnts Bukan belain pemerintah ya ni etanol 10 persen aj mesin dah batuk apapagi 100 persen kecuali dibuatin mesin yang memang 100 persen pro etanol","1910355143864057856"
"2005448481771762012","Mon Dec 29 09:09:33 +0000 2025","@ade_rifai281010 @Informnts Yg orang harus tahu Brp biaya yg dibutuhkan utk mengubah jerami menjadi 1 liter etanol","1946762227718946816"
"2005448481771762012","Mon Dec 29 08:25:56 +0000 2025","@MagnaSatria @Informnts Yakin aman ? Vario gua aja kena etanol pertamina udah brebet mulu ","2714653674"
"2005448481771762012","Mon Dec 29 07:47:48 +0000 2025","@Informnts Orang Indonesia ini banyakan bermuka dua ya etanol 10% di tolak giliran etanol 100% diterima lagian pula udah dikasih kerja sama dengan KDM gak mau","1718815376061165568"
"2005543723757916391","Mon Dec 29 07:37:39 +0000 2025","Peraturan yg tidak Konsisten!! Sama halnya peraturan Polri! Saat ini dilarang menjabat eh minggu depan boleh menjabat di sipil!! #bencana #kalibata #sumatra #tifa #rismon #banjir #longsor #sawit #etanol #gerindra #jokowi #gibran #lingkungan #omonomon https://t.co/xf6iSD1VMK","3185922878"
"2005448481771762012","Mon Dec 29 07:05:49 +0000 2025","@Informnts PURE ETANOL VS BAHLIL ETANOL kalau di indo","836530577276743680"
"2004809068528210241","Mon Dec 29 04:19:47 +0000 2025","@LyliDeer183 @andandewimurni @sharpandshark Etanol sawit jg governancenya ga jelas itu yg bikin harga migor melambung karena sawit yg harusnya diolah ke migor malah ke etanol","1631607061053333505"
"2004809068528210241","Mon Dec 29 03:42:55 +0000 2025","@andandewimurni @NasiAking234 @sharpandshark Wkwkwkwk sebenernya etanol dah banyak dibikin disini tuh biodiesel sawit misal. Bedanya belum dipake secara luas aja. Jadi bobibos itu ya cuma cari celah aja buat bisnisnya mereka.","1460190656182194177"
"2005301294723145793","Mon Dec 29 02:45:38 +0000 2025","@Aominexoxo @Txtdaridating abis mabuk etanol bahlil lu ya","231706545"
"2005249553151488107","Mon Dec 29 01:55:16 +0000 2025","@myshawti Kebanyakan mandi pake etanol jadi nguap","1603097890833854464"
"2005093622342189338","Mon Dec 29 01:50:27 +0000 2025","@ECOWARRIORSS Karena Papua memiliki sumber daya alam yang besar untuk mendukung produksi bioenergi. Melalui pengelolaan komoditas seperti sawit dan tebu daerah tersebut berpeluang menghasilkan bahan bakar minyak dan etanol guna memenuhi kebutuhan energi domestik.","1722650901696188416"
"2005213755941298306","Mon Dec 29 01:49:07 +0000 2025","@Mythicalforest Papua memiliki sumber daya alam yang besar untuk mendukung produksi bioenergi. Melalui pengelolaan komoditas seperti sawit dan tebu daerah tersebut berpeluang menghasilkan bahan bakar minyak dan etanol guna memenuhi kebutuhan energi domestik.","1722650901696188416"
"2004499599458025965","Sun Dec 28 20:32:58 +0000 2025","@sexualitny gapapa daripada bau etanol","1986788454790041600"
"2005321390497632555","Sun Dec 28 16:54:11 +0000 2025","abis nyaring maserasi day sekian dan sekarang kek kobam ngehirup etanol plss ga enakk bgt lupa pake maskerr","1003778967021629440"
"2005310798411808981","Sun Dec 28 16:17:15 +0000 2025","@bescybs kembaran el etanol","749362715475513344"
"2004809068528210241","Sat Dec 27 22:56:26 +0000 2025","@sharpandshark Gini anggap aja full etanol maka Semua kendaraan kudu seragam mesin khusus etanol. Ladang tebu+pabrik etanol. Boiboibos dari jerami hanyalah tipu2 mo produksi etanol umumnya tebu/jagung","1569382754"
"2004969618461643098","Sat Dec 27 17:36:22 +0000 2025","AWAS ADA BATENOL BAHLIL ETANOL","910356116"
"2004968126526742776","Sat Dec 27 17:30:26 +0000 2025","opini lu jelek banget ajg kaya el etanol","1639108750618554369"
"2004933540790817250","Sat Dec 27 15:31:41 +0000 2025","@akrilamida Keluar etanol","1952637241895043072"
